operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcQuery11|1759819387639|1759819387639|9|0|9688096
LdbcQuery11|1759819387613|1759819387613|40|0|9662192
LdbcQuery11|1759819387665|1759819387666|18|0|9714000
LdbcQuery11|1759819387691|1759819387692|12|0|9739904
LdbcQuery11|1759819387717|1759819387717|7|0|9765808
LdbcQuery11|1759819387743|1759819387743|8|0|9791712
LdbcQuery11|1759819387769|1759819387769|9|0|9817616
LdbcQuery11|1759819387794|1759819387794|8|0|9843520
LdbcQuery11|1759819387820|1759819387821|9|0|9869424
LdbcQuery11|1759819387846|1759819387846|10|0|9895328
LdbcQuery11|1759819387872|1759819387872|10|0|9921232
LdbcQuery11|1759819387924|1759819387924|10|0|9973040
LdbcQuery11|1759819387898|1759819387898|37|0|9947136
LdbcQuery11|1759819387950|1759819387951|10|0|9998944
LdbcQuery11|1759819387976|1759819387977|10|0|10024848
LdbcQuery11|1759819388002|1759819388002|11|0|10050752
LdbcQuery11|1759819388028|1759819388028|8|0|10076656
LdbcQuery11|1759819388053|1759819388053|10|0|10102560
LdbcQuery11|1759819388079|1759819388080|7|0|10128464
LdbcQuery11|1759819388105|1759819388105|10|0|10154368
LdbcQuery11|1759819388131|1759819388132|10|0|10180272
LdbcQuery11|1759819388157|1759819388159|13|0|10206176
LdbcQuery11|1759819388209|1759819388209|8|0|10257984
LdbcQuery11|1759819388183|1759819388183|35|0|10232080
LdbcQuery11|1759819388235|1759819388235|8|0|10283888
LdbcQuery11|1759819388261|1759819388261|10|0|10309792
LdbcQuery11|1759819388287|1759819388288|7|0|10335696
LdbcQuery11|1759819388312|1759819388312|9|0|10361600
LdbcQuery11|1759819388338|1759819388338|7|0|10387504
LdbcQuery11|1759819388364|1759819388365|9|0|10413408
LdbcQuery11|1759819388390|1759819388390|9|0|10439312
LdbcQuery11|1759819388416|1759819388418|10|0|10465216
LdbcQuery11|1759819388442|1759819388443|8|0|10491120
LdbcQuery11|1759819388468|1759819388468|8|0|10517024
LdbcQuery11|1759819388494|1759819388494|8|0|10542928
LdbcQuery11|1759819388520|1759819388521|9|0|10568832
LdbcQuery11|1759819388546|1759819388547|8|0|10594736
LdbcQuery11|1759819388572|1759819388572|10|0|10620640
LdbcQuery11|1759819388597|1759819388598|7|0|10646544
LdbcQuery11|1759819388623|1759819388623|10|0|10672448
LdbcQuery11|1759819388649|1759819388650|8|0|10698352
LdbcQuery11|1759819388675|1759819388675|9|0|10724256
LdbcQuery11|1759819388727|1759819388729|10|0|10776064
LdbcQuery11|1759819388701|1759819388701|40|0|10750160
LdbcQuery11|1759819388753|1759819388754|7|0|10801968
LdbcQuery11|1759819388779|1759819388780|14|0|10827872
LdbcQuery11|1759819388805|1759819388805|8|0|10853776
LdbcQuery11|1759819388831|1759819388831|8|0|10879680
LdbcQuery11|1759819388882|1759819388882|9|0|10931488
LdbcQuery11|1759819388856|1759819388856|42|0|10905584
LdbcQuery11|1759819388908|1759819388908|7|0|10957392
LdbcQuery11|1759819388934|1759819388934|8|0|10983296
LdbcQuery11|1759819388960|1759819388961|9|0|11009200
LdbcQuery11|1759819389012|1759819389013|9|0|11061008
LdbcQuery11|1759819388986|1759819388986|52|0|11035104
LdbcQuery11|1759819389038|1759819389038|6|0|11086912
LdbcQuery11|1759819389064|1759819389064|12|0|11112816
LdbcQuery11|1759819389090|1759819389090|10|0|11138720
LdbcQuery11|1759819389116|1759819389116|11|0|11164624
LdbcQuery11|1759819389167|1759819389168|8|0|11216432
LdbcQuery11|1759819389141|1759819389142|43|0|11190528
LdbcQuery11|1759819389193|1759819389193|9|0|11242336
LdbcQuery11|1759819389219|1759819389219|8|0|11268240
LdbcQuery11|1759819389245|1759819389245|10|0|11294144
LdbcQuery11|1759819389297|1759819389298|8|0|11345952
LdbcQuery11|1759819389271|1759819389272|41|0|11320048
LdbcQuery11|1759819389323|1759819389323|9|0|11371856
LdbcQuery11|1759819389349|1759819389350|11|0|11397760
LdbcQuery11|1759819389375|1759819389375|10|0|11423664
LdbcQuery11|1759819389400|1759819389400|8|0|11449568
LdbcQuery11|1759819389426|1759819389426|35|0|11475472
LdbcQuery11|1759819389452|1759819389453|9|0|11501376
LdbcQuery11|1759819389478|1759819389480|11|0|11527280
LdbcQuery11|1759819389504|1759819389504|7|0|11553184
LdbcQuery11|1759819389530|1759819389530|8|0|11579088
LdbcQuery11|1759819389556|1759819389556|56|0|11604992
LdbcQuery11|1759819389608|1759819389608|12|0|11656800
LdbcQuery11|1759819389582|1759819389582|46|0|11630896
LdbcQuery11|1759819389634|1759819389635|11|0|11682704
LdbcQuery11|1759819389660|1759819389661|11|0|11708608
LdbcQuery11|1759819389685|1759819389685|9|0|11734512
LdbcQuery11|1759819389711|1759819389712|10|0|11760416
LdbcQuery11|1759819389737|1759819389738|8|0|11786320
LdbcQuery11|1759819389763|1759819389764|9|0|11812224
LdbcQuery11|1759819389789|1759819389789|8|0|11838128
LdbcQuery11|1759819389815|1759819389815|10|0|11864032
LdbcQuery11|1759819389841|1759819389841|61|0|11889936
LdbcQuery11|1759819389893|1759819389893|12|0|11941744
LdbcQuery11|1759819389867|1759819389867|49|0|11915840
LdbcQuery11|1759819389919|1759819389921|8|0|11967648
LdbcQuery11|1759819389944|1759819389946|10|0|11993552
LdbcQuery11|1759819389970|1759819389971|10|0|12019456
LdbcQuery11|1759819389996|1759819389997|10|0|12045360
LdbcQuery11|1759819390022|1759819390023|11|0|12071264
LdbcQuery11|1759819390048|1759819390050|9|0|12097168
LdbcQuery11|1759819390074|1759819390075|11|0|12123072
LdbcQuery11|1759819390100|1759819390100|11|0|12148976
LdbcQuery11|1759819390126|1759819390128|8|0|12174880
LdbcQuery11|1759819390178|1759819390179|12|0|12226688
LdbcQuery11|1759819390152|1759819390152|52|0|12200784
LdbcQuery11|1759819390203|1759819390203|9|0|12252592
LdbcQuery11|1759819390229|1759819390230|9|0|12278496
LdbcQuery11|1759819390255|1759819390255|8|0|12304400
LdbcQuery11|1759819390281|1759819390281|8|0|12330304
LdbcQuery11|1759819390307|1759819390307|17|0|12356208
LdbcQuery11|1759819390333|1759819390333|7|0|12382112
LdbcQuery11|1759819390359|1759819390359|16|0|12408016
LdbcQuery11|1759819390385|1759819390385|8|0|12433920
LdbcQuery11|1759819390411|1759819390411|8|0|12459824
LdbcQuery11|1759819390437|1759819390437|8|0|12485728
LdbcQuery11|1759819390463|1759819390464|10|0|12511632
LdbcQuery11|1759819390488|1759819390488|8|0|12537536
LdbcQuery11|1759819390514|1759819390514|8|0|12563440
LdbcQuery11|1759819390540|1759819390540|9|0|12589344
LdbcQuery11|1759819390566|1759819390566|7|0|12615248
