"timestamp","container","database","duration_ms","query_type","is_cross_shard","query_preview"
"2025-10-05 22:38:24.872","neo4j-forums","forums","3025","Generic-Query","False","MATCH (`f`:`Forum` {`id`: $`forumId`})"
"2025-10-05 22:38:24.938","neo4j-forums","forums","3054","Generic-Query","False","MATCH (`f`:`Forum` {`id`: $`forumId`})"
"2025-10-05 22:38:26.209","neo4j-forums","forums","4359","Unknown","False","MERGE (`authorProxy`:`PersonID` {`id`: $`authorPersonId`})"
"2025-10-05 22:38:26.628","neo4j-forums","forums","81","Unknown","False","MERGE (`authorProxy`:`PersonID` {`id`: $`authorPersonId`})"
"2025-10-05 22:38:27.301","neo4j-forums","forums","648","Generic-Query","False","MATCH (`post`:`Post` {`id`: $`postId`})"
"2025-10-05 22:38:27.521","neo4j-forums","forums","100","Unknown","False","MERGE (`authorProxy`:`PersonID` {`id`: $`authorPersonId`})"
"2025-10-05 22:38:28.878","neo4j-forums","forums","67","Unknown","False","MERGE (`authorProxy`:`PersonID` {`id`: $`authorPersonId`})"
"2025-10-05 22:38:31.699","neo4j-forums","forums","2414","Unknown","False","MERGE (`authorProxy`:`PersonID` {`id`: $`authorPersonId`})"
"2025-10-05 22:38:32.025","neo4j-forums","forums","167","Unknown","False","MERGE (`authorProxy`:`PersonID` {`id`: $`authorPersonId`})"
"2025-10-05 22:38:32.234","neo4j-forums","forums","50","Generic-Query","False","MATCH (`f`:`Forum` {`id`: $`forumId`})"
"2025-10-05 22:38:32.355","neo4j-forums","forums","55","Generic-Query","False","MATCH (`f`:`Forum` {`id`: $`forumId`})"
"2025-10-05 22:38:32.772","neo4j-forums","forums","35","Generic-Query","False","MATCH (`post`:`Post` {`id`: $`postId`})"
"2025-10-05 22:38:32.990","neo4j-forums","forums","60","Generic-Query","False","MATCH (`post`:`Post` {`id`: $`postId`})"
"2025-10-05 22:38:33.143","neo4j-forums","forums","68","Unknown","False","MERGE (`authorProxy`:`PersonID` {`id`: $`authorPersonId`})"
"2025-10-05 22:38:33.153","neo4j-forums","forums","35","Generic-Query","False","MATCH (`post`:`Post` {`id`: $`postId`})"
"2025-10-05 22:38:33.155","neo4j-forums","forums","4116","Unknown","False","WITH $`@@friendIds` AS `friendIds`"
"2025-10-05 22:38:33.161","neo4j-forums","forums","393","Unknown","False","WITH $`@@friendIds` AS `friendIds`"
"2025-10-05 22:38:33.249","neo4j-forums","forums","13","Unknown","False","WITH $`@@friendIds` AS `friendIds`"
"2025-10-05 22:38:33.307","neo4j-forums","forums","17","Generic-Query","False","MATCH (`f`:`Forum` {`id`: $`forumId`})"
"2025-10-05 22:38:33.382","neo4j-forums","forums","5","Generic-Query","False","MATCH (`f`:`Forum` {`id`: $`forumId`})"
"2025-10-05 22:38:33.406","neo4j-forums","forums","22","Generic-Query","False","MATCH (`f`:`Forum` {`id`: $`forumId`})"
