"timestamp","container","database","duration_ms","query_type","is_cross_shard","query_preview"
"2025-10-04 01:07:37.106","neo4j-persons","persons","9","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*1..2]-(`friend`:`Person`)"
"2025-10-04 01:07:37.108","neo4j-persons","persons","8","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*2..2]-(`friend`), (`friend`)-[:`IS_LOCATED_I"
"2025-10-04 01:07:37.147","neo4j-persons","persons","4","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`]-(`friend`:`Person`)"
"2025-10-04 01:07:37.147","neo4j-persons","persons","4","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*1..2]-(`friend`:`Person`)"
"2025-10-04 01:07:37.172","neo4j-persons","persons","3","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*1..2]-(`friend`:`Person`)"
"2025-10-04 01:07:37.196","neo4j-persons","persons","5","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*1..2]-(`otherPerson`)"
"2025-10-04 01:07:37.257","neo4j-persons","persons","4","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*2..2]-(`friend`), (`friend`)-[:`IS_LOCATED_I"
"2025-10-04 01:07:37.267","neo4j-persons","persons","5","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*1..2]-(`friend`:`Person`)"
"2025-10-04 01:07:37.280","neo4j-persons","persons","3","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`]-(`friend`:`Person`)"
"2025-10-04 01:07:37.297","neo4j-persons","persons","8","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*1..2]-(`friend`:`Person`)"
"2025-10-04 01:07:37.509","neo4j-persons","persons","191","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*2..2]-(`friend`), (`friend`)-[:`IS_LOCATED_I"
"2025-10-04 01:07:37.815","neo4j-persons","persons","4","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*1..2]-(`friend`:`Person`)"
"2025-10-04 01:07:37.836","neo4j-persons","persons","4","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`]-(`friend`:`Person`)"
"2025-10-04 01:07:37.860","neo4j-persons","persons","3","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*1..2]-(`friend`:`Person`)"
"2025-10-04 01:07:37.879","neo4j-persons","persons","5","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*1..2]-(`otherPerson`)"
"2025-10-04 01:07:37.913","neo4j-persons","persons","4","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*2..2]-(`friend`), (`friend`)-[:`IS_LOCATED_I"
"2025-10-04 01:07:37.938","neo4j-persons","persons","6","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*1..2]-(`friend`:`Person`)"
"2025-10-04 01:07:37.972","neo4j-persons","persons","3","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`]-(`friend`:`Person`)"
"2025-10-04 01:07:38.009","neo4j-persons","persons","4","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*1..2]-(`friend`:`Person`)"
"2025-10-04 01:07:38.038","neo4j-persons","persons","2","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*2..2]-(`friend`), (`friend`)-[:`IS_LOCATED_I"
"2025-10-04 01:07:38.055","neo4j-persons","persons","3","Generic-Query","False","MATCH (`root`:`Person` {`id`: $`personId`})-[:`KNOWS`*1..2]-(`friend`:`Person`)"
"2025-10-04 01:07:38.076","neo4j-persons","persons","3","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*1..2]-(`friend`:`Person`)"
"2025-10-04 01:07:38.092","neo4j-persons","persons","3","Generic-Query","False","MATCH (`person`:`Person` {`id`: $`personId`})-[:`KNOWS`*1..2]-(`otherPerson`)"
