operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcQuery11|1759819588547|1759819588547|4|0|13521888
LdbcQuery11|1759819588573|1759819588574|8|0|13547792
LdbcQuery11|1759819588599|1759819588600|5|0|13573696
LdbcQuery11|1759819588624|1759819588624|9|0|13599600
LdbcQuery11|1759819588650|1759819588650|6|0|13625504
LdbcQuery11|1759819588676|1759819588678|5|0|13651408
LdbcQuery11|1759819588702|1759819588703|8|0|13677312
LdbcQuery11|1759819588728|1759819588728|4|0|13703216
LdbcQuery11|1759819588754|1759819588754|7|0|13729120
LdbcQuery11|1759819588780|1759819588780|6|0|13755024
LdbcQuery11|1759819588806|1759819588806|6|0|13780928
LdbcQuery11|1759819588832|1759819588833|4|0|13806832
LdbcQuery11|1759819588858|1759819588858|8|0|13832736
LdbcQuery11|1759819588884|1759819588884|6|0|13858640
LdbcQuery11|1759819588909|1759819588910|4|0|13884544
LdbcQuery11|1759819588935|1759819588936|9|0|13910448
LdbcQuery11|1759819588961|1759819588961|4|0|13936352
LdbcQuery11|1759819588987|1759819588987|6|0|13962256
LdbcQuery11|1759819589013|1759819589013|5|0|13988160
LdbcQuery11|1759819589039|1759819589040|6|0|14014064
LdbcQuery11|1759819589065|1759819589066|8|0|14039968
LdbcQuery11|1759819589091|1759819589091|5|0|14065872
LdbcQuery11|1759819589117|1759819589117|9|0|14091776
LdbcQuery11|1759819589143|1759819589144|7|0|14117680
LdbcQuery11|1759819589168|1759819589169|5|0|14143584
LdbcQuery11|1759819589194|1759819589195|6|0|14169488
LdbcQuery11|1759819589220|1759819589221|5|0|14195392
LdbcQuery11|1759819589246|1759819589246|6|0|14221296
LdbcQuery11|1759819589272|1759819589273|9|0|14247200
